timestamp,value,is_anomaly
331,2.261944444,0
332,2.241388889,0
333,2.221666667,0
334,2.256944444,0
335,2.239722222,0
336,2.241111111,0
337,2.192222222,0
338,2.168055556,0
339,1.938333333,0
340,1.758611111,0
341,1.624166667,0
342,1.461388889,0
343,1.233611111,0
344,1.315,0
345,1.337222222,0
346,1.322222222,0
347,1.323333333,0
348,1.498888889,0
349,1.455555556,0
350,1.595,0
351,1.610833333,0
352,1.632222222,0
353,1.796388889,0
354,1.947777778,0
355,2.051388889,0
356,2.181388889,0
357,2.248888889,0
358,2.267222222,0
359,2.166111111,0
360,2.122222222,0
361,2.209166667,0
362,2.025833333,0
363,1.83,0
364,1.704444444,0
365,1.559444444,0
366,1.420555556,0
367,1.220833333,0
368,1.157777778,0
369,1.201666667,0
370,1.253888889,0
371,1.298333333,0
372,1.340555556,0
373,1.513888889,0
374,1.511944444,0
375,1.646666667,0
376,1.781944444,0
377,1.874722222,0
378,1.918888889,0
379,2.0175,0
380,2.145,0
381,2.377222222,0
382,2.178055556,0
383,2.151111111,0
384,2.196666667,0
385,2.120833333,0
386,2.072777778,0
387,2.040277778,0
388,1.789722222,0
389,1.466944444,0
390,1.377777778,0
391,1.407222222,0
392,1.2975,0
393,1.365555556,0
394,1.371388889,0
395,1.430277778,0
396,1.4375,0
397,1.565555556,0
398,1.577777778,0
399,1.667777778,0
400,1.726666667,0
401,1.720277778,0
402,1.933055556,0
403,2.039722222,0
404,2.160555556,0
405,2.306111111,0
406,2.265833333,0
407,2.246388889,0
408,2.206944444,0
409,2.168888889,0
410,2.129444444,0
411,1.923611111,0
412,1.740833333,0
413,1.5875,0
414,1.425,0
415,1.366111111,0
416,1.286388889,0
417,1.305555556,0
418,1.394166667,0
419,1.380555556,0
420,1.415277778,0
421,1.280833333,0
422,1.290833333,0
423,1.476944444,0
424,1.422222222,0
425,1.582222222,0
426,1.776388889,0
427,1.998333333,0
428,2.112777778,0
429,2.252777778,0
430,2.340277778,0
431,2.196388889,0
432,2.0825,0
433,2.072222222,0
434,1.991666667,0
435,1.896666667,0
436,1.720277778,0
437,1.524722222,0
438,1.358888889,0
439,1.296666667,0
440,1.286666667,0
441,1.389166667,0
442,1.435833333,0
443,1.377777778,0
444,1.391111111,0
445,1.491388889,0
446,1.557222222,0
447,1.559166667,0
448,1.7025,0
449,1.694722222,0
450,1.821111111,0
451,2.039444444,0
452,2.176666667,0
453,2.236388889,0
454,2.201666667,0
455,2.315277778,0
456,2.171388889,0
457,2.080277778,0
458,2.048333333,0
459,1.875277778,0
460,1.719166667,0
461,1.537222222,0
462,1.387222222,0
463,1.321388889,0
464,1.270833333,0
465,1.297777778,0
466,1.334166667,0
467,1.339166667,0
468,1.402777778,0
469,1.443611111,0
470,1.5175,0
471,1.653611111,0
472,1.723055556,0
473,1.6525,0
474,1.6975,0
475,1.891944444,0
476,2.105277778,0
477,2.086111111,0
478,2.049444444,0
479,2.040555556,0
480,1.948055556,0
481,1.896944444,0
482,1.840277778,0
483,1.76,0
484,1.650555556,0
485,1.518333333,0
486,1.347222222,0
487,1.203333333,0
488,1.191944444,0
489,1.220555556,0
490,1.271666667,0
491,1.269444444,0
492,1.316944444,0
493,1.365833333,0
494,1.531388889,0
495,1.545,0
496,1.546111111,0
497,1.6175,0
498,1.865277778,0
499,2.010277778,0
500,1.946388889,0
501,2.147222222,0
502,2.074444444,0
503,2.043611111,0
504,1.924166667,0
505,2.032222222,0
506,1.922777778,0
507,1.773333333,0
508,1.594444444,0
509,1.493055556,0
510,1.316944444,0
511,1.205555556,0
512,1.038333333,0
513,1.096388889,0
514,1.152222222,0
515,1.186944444,0
516,1.218055556,0
517,1.314444444,0
518,1.404444444,0
519,1.5125,0
520,1.596111111,0
521,1.751666667,0
522,1.939722222,0
523,1.998333333,0
524,2.114722222,0
525,2.276666667,0
526,2.270555556,0
527,2.271388889,0
528,2.2475,0
529,2.106388889,0
530,1.991944444,0
531,1.835555556,0
532,1.799444444,0
533,1.584722222,0
534,1.436666667,0
535,1.3825,0
536,1.269444444,0
537,1.270833333,0
538,1.358611111,0
539,1.3525,0
540,1.433611111,0
541,1.524444444,0
542,1.6975,0
543,1.778333333,0
544,1.7525,0
545,1.878888889,0
546,1.946944444,0
547,2.079722222,0
548,2.206944444,0
549,2.31,0
550,2.393333333,0
551,2.295,0
552,2.209722222,0
553,2.174166667,0
554,2.046944444,0
555,1.934722222,0
556,1.72,0
557,1.571666667,0
558,1.419722222,0
559,1.358333333,0
560,1.295,0
561,1.380833333,0
562,1.337777778,0
563,1.468055556,0
564,1.468055556,0
565,1.540555556,0
566,1.454166667,0
567,1.486944444,0
568,1.506944444,0
569,1.597222222,0
570,1.759444444,0
571,1.943611111,0
572,2.040555556,0
573,3.135,1
574,2.206388889,0
575,2.211944444,0
576,2.175277778,0
577,2.339722222,0
578,2.237777778,0
579,1.95,0
580,1.741388889,0
581,1.595555556,0
582,1.466944444,0
583,1.293888889,0
584,1.321944444,0
585,1.356111111,0
586,1.395833333,0
587,1.422777778,0
588,1.429166667,0
589,1.537222222,0
590,1.476388889,0
591,1.556666667,0
592,1.663611111,0
593,1.710555556,0
594,1.828611111,0
595,2.016111111,0
596,2.161666667,0
597,2.199166667,0
598,2.272777778,0
599,2.250833333,0
600,2.189166667,0
601,2.042222222,0
602,2.025,0
603,2.011944444,0
604,1.756666667,0
605,1.591388889,0
606,1.192777778,0
607,1.172777778,0
608,1.2975,0
609,1.378333333,0
610,1.315,0
611,1.385277778,0
612,1.496944444,0
613,1.588055556,0
614,1.531944444,0
615,1.676944444,0
616,1.671666667,0
617,1.739444444,0
618,1.928333333,0
619,1.975277778,0
620,2.235833333,0
621,2.291388889,0
622,2.263333333,0
623,2.282222222,0
624,2.220833333,0
625,2.036111111,0
626,2.037777778,0
627,1.944722222,0
628,1.754722222,0
629,1.650833333,0
630,1.322222222,0
631,1.284722222,0
632,1.254166667,0
633,1.311111111,0
634,1.338055556,0
635,1.322222222,0
636,1.405555556,0
637,1.493611111,0
638,1.560277778,0
639,1.642222222,0
640,1.601944444,0
641,1.699722222,0
642,1.829722222,0
643,1.986388889,0
644,2.071388889,0
645,2.136111111,0
646,2.1,0
647,2.096388889,0
648,2.158888889,0
649,2.057222222,0
650,2.0525,0
651,1.840277778,0
652,1.757777778,0
653,1.664722222,0
654,1.475,0
655,1.327222222,0
656,1.241944444,0
657,1.276666667,0
658,1.263888889,0
659,1.3475,0
660,1.381666667,0
661,1.506111111,0
662,1.5725,0
663,1.537777778,0
664,1.608333333,0
665,1.656111111,0
666,1.793055556,0
667,1.975,0
668,2.1625,0
669,2.233888889,0
670,2.316944444,0
671,2.245555556,0
672,2.071388889,0
673,2.112777778,0
674,2.027777778,0
675,1.901944444,0
676,1.7025,0
677,1.586111111,0
678,1.370555556,0
679,1.238611111,0
680,1.265555556,0
681,1.278888889,0
682,1.266944444,0
683,1.325833333,0
684,1.313888889,0
685,1.415,0
686,1.463888889,0
687,1.526666667,0
688,1.6025,0
689,1.624166667,0
690,1.808333333,0
691,2.004722222,0
692,2.041111111,0
693,2.061666667,0
694,2.108055556,0
695,2.095277778,0
696,2.141111111,0
697,1.887777778,0
698,1.914722222,0
699,1.691666667,0
700,1.510277778,0
701,1.466111111,0
702,1.310555556,0
703,1.2025,0
704,1.176388889,0
705,1.195555556,0
706,1.206666667,0
707,1.199166667,0
708,1.311388889,0
709,1.422777778,0
710,1.450555556,0
711,1.534444444,0
712,1.598888889,0
713,1.721944444,0
714,1.802777778,0
715,1.967777778,0
716,2.120555556,0
717,2.232777778,0
718,2.123888889,0
719,2.187222222,0
720,2.133333333,0
721,2.0225,0
722,2.015555556,0
723,1.770833333,0
724,1.703611111,0
725,1.449444444,0
726,1.290555556,0
727,1.313611111,0
728,1.266666667,0
729,1.294166667,0
730,1.311111111,0
731,1.354166667,0
732,1.384166667,0
733,1.427777778,0
734,1.517777778,0
735,1.617777778,0
736,1.640277778,0
737,1.703333333,0
738,1.785,0
739,2.062222222,0
740,2.210277778,0
741,2.340833333,0
742,2.365555556,0
743,2.191111111,0
744,2.185277778,0
745,2.098611111,0
746,2.083333333,0
747,1.9125,0
748,1.666944444,0
749,1.597222222,0
750,1.338055556,0
751,1.266111111,0
752,1.303611111,0
753,1.268333333,0
754,1.296111111,0
755,1.341666667,0
756,1.406111111,0
757,1.444722222,0
758,1.568055556,0
759,1.595277778,0
760,1.593055556,0
761,1.58,0
762,1.790555556,0
763,1.853333333,0
764,2.1025,0
765,2.158055556,0
766,2.215833333,0
767,2.293611111,0
768,2.126666667,0
769,2.141944444,0
770,2.017222222,0
771,1.942777778,0
772,1.801944444,0
773,1.504166667,0
774,1.3475,0
775,1.274722222,0
776,1.3475,0
777,1.382777778,0
778,1.340555556,0
779,1.336111111,0
780,1.365277778,0
781,1.495555556,0
782,1.415277778,0
783,1.567222222,0
784,1.676111111,0
785,1.640833333,0
786,1.719722222,0
787,2.011388889,0
788,2.153611111,0
789,2.181111111,0
790,2.208333333,0
791,2.225,0
792,2.198055556,0
793,2.196666667,0
794,1.976388889,0
795,1.908055556,0
796,1.643055556,0
797,1.474444444,0
798,1.339166667,0
799,1.222222222,0
800,1.201388889,0
801,1.316111111,0
802,1.398333333,0
803,1.351111111,0
804,1.355555556,0
805,1.375,0
806,1.558055556,0
807,1.606666667,0
808,1.5375,0
809,1.653333333,0
810,1.857777778,0
811,1.954166667,0
812,2.001944444,0
813,2.147777778,0
814,2.101666667,0
815,2.102777778,0
816,2.111666667,0
817,2.180277778,0
818,2.049722222,0
819,1.811111111,0
820,1.717777778,0
821,1.508333333,0
822,1.398611111,0
823,1.345555556,0
824,1.303333333,0
825,1.391944444,0
826,1.369444444,0
827,1.251388889,0
828,1.360277778,0
829,1.500833333,0
830,1.517777778,0
831,1.606666667,0
832,1.649166667,0
833,1.735,0
834,1.828055556,0
835,2.035277778,0
836,2.085833333,0
837,2.361111111,0
838,2.238611111,0
839,2.294166667,0
840,2.216944444,0
841,2.129722222,0
842,2.204722222,0
843,1.933333333,0
844,1.700555556,0
845,1.504444444,0
846,1.309722222,0
847,1.291666667,0
848,1.276111111,0
849,1.184444444,0
850,1.269166667,0
851,1.344166667,0
852,1.3125,0
853,1.492777778,0
854,1.558611111,0
855,1.778055556,0
856,1.831944444,0
857,1.744444444,0
858,1.884444444,0
859,1.974722222,0
860,2.181111111,0
861,2.201666667,0
862,2.190555556,0
863,2.117777778,0
864,2.170833333,0
865,2.137222222,0
866,1.964444444,0
867,1.841944444,0
868,1.675277778,0
869,1.532777778,0
870,1.301944444,0
871,1.188333333,0
872,1.182222222,0
873,1.2675,0
874,1.285555556,0
875,1.300555556,0
876,1.3975,0
877,1.403055556,0
878,1.567777778,0
879,1.647777778,0
880,1.605833333,0
881,1.729444444,0
882,1.860555556,0
883,2.036388889,0
884,2.1525,0
885,2.271111111,0
886,2.164722222,0
887,2.074722222,0
888,2.143333333,0
889,2.0525,0
890,1.944722222,0
891,1.798888889,0
892,1.642222222,0
893,1.5425,0
894,1.261666667,0
895,1.191111111,0
896,1.287222222,0
897,1.296388889,0
898,1.3175,0
899,1.440277778,0
900,1.488611111,0
901,1.544444444,0
902,1.702222222,0
903,1.665,0
904,1.606111111,0
905,1.783055556,0
906,1.801666667,0
907,2.098888889,0
908,2.197222222,0
909,2.177777778,0
910,2.165277778,0
911,2.090833333,0
912,2.123055556,0
913,2.103055556,0
914,1.9925,0
915,1.897777778,0
916,1.799722222,0
917,1.489166667,0
918,1.328333333,0
919,1.274166667,0
920,1.265,0
921,1.333611111,0
922,1.290555556,0
923,1.3825,0
924,1.431388889,0
925,1.428333333,0
926,1.543888889,0
927,1.541944444,0
928,1.633333333,0
929,1.685,0
930,1.912777778,0
931,1.991111111,0
932,2.190277778,0
933,2.2025,0
934,2.101666667,0
935,2.15,0
936,2.088611111,0
937,2.061388889,0
938,1.859166667,0
939,1.872777778,0
940,1.679444444,0
941,1.566666667,0
942,1.358888889,0
943,1.320277778,0
944,1.266944444,0
945,1.3625,0
946,1.3775,0
947,1.400833333,0
948,1.500833333,0
949,1.547222222,0
950,1.558055556,0
951,1.568888889,0
952,1.590277778,0
953,1.655833333,0
954,1.852222222,0
955,1.966944444,0
956,2.309722222,0
957,2.235,0
958,2.221111111,0
959,2.147222222,0
960,2.190277778,0
961,2.076388889,0
962,2.060277778,0
963,1.834722222,0
964,1.649166667,0
965,1.426388889,0
966,1.256944444,0
967,1.264166667,0
968,1.324722222,0
969,1.276944444,0
970,1.394166667,0
971,1.376666667,0
972,1.399166667,0
973,1.589722222,0
974,1.621111111,0
975,1.591944444,0
976,1.563888889,0
977,1.626666667,0
978,1.683611111,0
979,1.944166667,0
980,2.189722222,0
981,2.190555556,0
982,2.045,0
983,2.178055556,0
984,1.991111111,0
985,2.053055556,0
986,1.828333333,0
987,1.823888889,0
988,1.7775,0
989,1.610833333,0
990,1.401944444,0
991,1.250833333,0
992,1.228333333,0
993,1.306111111,0
994,1.310277778,0
995,1.401388889,0
996,1.458055556,0
997,1.455555556,0
998,1.579166667,0
999,1.590555556,0
1000,1.653055556,0
1001,1.631944444,0
1002,1.800833333,0
1003,2.033888889,0
1004,2.104166667,0
1005,2.206111111,0
1006,2.196111111,0
1007,2.081111111,0
1008,2.091666667,0
1009,1.976111111,0
1010,2.004444444,0
1011,1.871944444,0
1012,1.708888889,0
1013,1.576944444,0
1014,1.336944444,0
1015,1.233888889,0
1016,1.320833333,0
1017,1.25,0
1018,1.291111111,0
1019,1.306388889,0
1020,1.412777778,0
1021,1.486388889,0
1022,1.522777778,0
1023,1.618333333,0
1024,1.664166667,0
1025,1.703888889,0
1026,1.812777778,0
1027,1.970833333,0
1028,2.064722222,0
1029,2.132777778,0
1030,2.165555556,0
1031,2.138888889,0
1032,2.043888889,0
1033,2.041666667,0
1034,1.876944444,0
1035,1.696944444,0
1036,1.655,0
1037,1.510555556,0
1038,1.221111111,0
1039,1.226666667,0
1040,1.188888889,0
1041,1.252777778,0
1042,1.216388889,0
1043,1.351388889,0
1044,1.380277778,0
1045,1.521111111,0
1046,1.536944444,0
1047,1.573055556,0
1048,1.646944444,0
1049,1.691111111,0
1050,1.700555556,0
1051,2.000277778,0
1052,2.163333333,0
1053,2.347777778,0
1054,2.017222222,0
1055,2.089166667,0
1056,1.992777778,0
1057,2.002777778,0
1058,1.868888889,0
1059,1.811666667,0
1060,1.614166667,0
1061,1.525833333,0
1062,1.320555556,0
1063,1.2475,0
1064,1.291388889,0
1065,1.386388889,0
1066,1.415,0
1067,1.330833333,0
1068,1.439722222,0
1069,1.518611111,0
1070,1.508055556,0
1071,1.589166667,0
1072,1.659722222,0
1073,1.680277778,0
1074,1.773055556,0
1075,1.971944444,0
1076,2.151111111,0
1077,2.178333333,0
1078,2.171666667,0
1079,2.12,0
1080,2.113055556,0
1081,1.913611111,0
1082,1.935,0
1083,1.840555556,0
1084,1.707777778,0
1085,1.574444444,0
1086,1.357777778,0
1087,1.226944444,0
1088,1.286944444,0
1089,1.437777778,0
1090,1.335555556,0
1091,1.408888889,0
1092,1.477777778,0
1093,1.529722222,0
1094,1.498333333,0
1095,1.648611111,0
1096,1.4875,0
1097,1.678611111,0
1098,1.743055556,0
1099,2.003055556,0
1100,2.111944444,0
1101,2.276944444,0
1102,2.1525,0
1103,2.163055556,0
1104,1.994444444,0
1105,1.963611111,0
1106,1.96,0
1107,1.760555556,0
1108,1.718888889,0
1109,1.381666667,0
1110,1.298333333,0
1111,1.245555556,0
1112,1.180555556,0
1113,1.342777778,0
1114,1.327777778,0
1115,1.375833333,0
1116,1.445833333,0
1117,1.519722222,0
1118,1.574444444,0
1119,1.503055556,0
1120,1.474444444,0
1121,1.562222222,0
1122,1.780277778,0
1123,1.9575,0
1124,2.11,0
1125,2.119166667,0
1126,2.002222222,0
1127,2.046944444,0
1128,1.903333333,0
1129,1.938333333,0
1130,1.936111111,0
1131,1.806388889,0
1132,1.601944444,0
1133,1.440833333,0
1134,1.296944444,0
1135,1.295277778,0
1136,1.241944444,0
1137,1.2525,0
1138,1.420277778,0
1139,1.3825,0
1140,1.457222222,0
1141,1.454722222,0
1142,1.542777778,0
1143,1.548888889,0
1144,1.618333333,0
1145,1.635,0
1146,1.688333333,0
1147,2.028055556,0
1148,2.225,0
1149,2.207222222,0
1150,2.049722222,0
1151,1.923888889,0
1152,1.981388889,0
1153,1.941388889,0
1154,1.985555556,0
1155,1.788888889,0
1156,1.649444444,0
1157,1.536944444,0
1158,1.379444444,0
1159,1.286111111,0
1160,1.305277778,0
1161,1.286666667,0
1162,1.291944444,0
1163,1.3,0
1164,1.352222222,0
1165,1.534166667,0
1166,1.604722222,0
1167,1.594444444,0
1168,1.727222222,0
1169,1.676111111,0
1170,1.834166667,0
1171,1.956944444,0
1172,2.125277778,0
1173,2.126944444,0
1174,2.163055556,0
1175,2.158611111,0
1176,2.045,0
1177,1.961944444,0
1178,2.014444444,0
1179,1.935,0
1180,1.710277778,0
1181,1.505,0
1182,1.307777778,0
1183,1.179166667,0
1184,1.210277778,0
1185,1.241388889,0
1186,1.235,0
1187,1.315277778,0
1188,1.376944444,0
1189,1.411111111,0
1190,1.428333333,0
1191,1.575,0
1192,1.596111111,0
1193,1.668888889,0
1194,1.832777778,0
1195,1.953888889,0
1196,2.055555556,0
1197,2.181111111,0
1198,2.176388889,0
1199,2.129166667,0
1200,2.124166667,0
1201,1.990277778,0
1202,2.003055556,0
1203,1.754722222,0
1204,1.615833333,0
1205,1.448333333,0
1206,1.37,0
1207,1.243611111,0
1208,1.213333333,0
1209,1.231111111,0
1210,1.295,0
1211,1.402222222,0
1212,1.396111111,0
1213,1.471666667,0
1214,1.576666667,0
1215,1.5575,0
1216,1.596666667,0
1217,1.616388889,0
1218,1.786111111,0
1219,1.868333333,0
1220,2.002222222,0
1221,2.206666667,0
1222,2.206388889,0
1223,2.083888889,0
1224,2.124166667,0
1225,1.963888889,0
1226,1.8925,0
1227,1.838611111,0
1228,1.628611111,0
1229,1.410277778,0
1230,1.268333333,0
1231,1.249444444,0
1232,1.266388889,0
1233,1.256388889,0
1234,1.320833333,0
1235,1.388611111,0
1236,1.440555556,0
1237,1.460833333,0
1238,1.518333333,0
1239,1.608055556,0
1240,1.578055556,0
1241,1.706666667,0
1242,1.912222222,0
1243,1.944722222,0
1244,2.096666667,0
1245,2.285277778,0
1246,2.244722222,0
1247,2.133055556,0
1248,2.131388889,0
1249,1.938888889,0
1250,1.9925,0
1251,1.805277778,0
1252,1.704166667,0
1253,1.469166667,0
1254,1.335,0
1255,1.294166667,0
1256,1.255833333,0
1257,1.344722222,0
1258,1.323611111,0
1259,1.349722222,0
1260,1.396944444,0
1261,1.473611111,0
1262,1.420833333,0
1263,1.522777778,0
1264,1.56,0
1265,1.688888889,0
1266,1.788888889,0
1267,1.983888889,0
1268,2.117222222,0
1269,2.191944444,0
1270,1.996111111,0
1271,2.045277778,0
1272,1.991111111,0
1273,2.014444444,0
1274,1.890833333,0
1275,1.797777778,0
1276,1.643333333,0
1277,1.516388889,0
1278,1.291388889,0
1279,1.231944444,0
1280,1.228055556,0
1281,1.333333333,0
1282,1.289722222,0
1283,1.315833333,0
1284,1.355555556,0
1285,1.465277778,0
1286,1.511388889,0
1287,1.573333333,0
1288,1.602222222,0
1289,1.672222222,0
1290,1.886111111,0
1291,1.959722222,0
1292,2.187777778,0
1293,2.196944444,0
1294,1.996666667,0
1295,2.013333333,0
1296,1.981111111,0
1297,1.970833333,0
1298,1.933333333,0
1299,2.0375,0
1300,1.656944444,0
1301,1.468888889,0
1302,1.304722222,0
1303,1.255555556,0
1304,1.250833333,0
1305,1.254166667,0
1306,1.275277778,0
1307,1.206666667,0
1308,1.370277778,0
1309,1.328055556,0
1310,1.526111111,0
1311,1.538333333,0
1312,1.600555556,0
1313,1.607777778,0
1314,1.731111111,0
1315,1.936666667,0
1316,2.019722222,0
1317,2.082777778,0
1318,2.247777778,0
1319,2.062222222,0
1320,2.043333333,0
1321,1.951388889,0
1322,1.852777778,0
1323,1.853611111,0
1324,1.741666667,0
1325,1.535,0
1326,1.325555556,0
1327,1.236111111,0
1328,1.238888889,0
1329,1.234444444,0
1330,1.295277778,0
1331,1.303888889,0
1332,1.344444444,0
1333,1.457222222,0
1334,1.504166667,0
1335,1.592222222,0
1336,1.618055556,0
1337,1.642222222,0
1338,1.911944444,0
1339,1.951944444,0
1340,2.088611111,0
1341,2.277777778,0
1342,2.143611111,0
1343,2.035555556,0
1344,2.017777778,0
1345,2.925277778,0
1346,2.386666667,0
1347,1.933611111,0
1348,1.705555556,0
1349,1.601388889,0
1350,1.289722222,0
1351,1.285,0
1352,1.183333333,0
1353,1.175833333,0
1354,1.287222222,0
1355,1.235555556,0
1356,1.247222222,0
1357,1.331111111,0
1358,1.525833333,0
1359,1.550277778,0
1360,1.613055556,0
1361,1.668055556,0
1362,1.701666667,0
1363,1.874722222,0
1364,2.039166667,0
1365,2.071666667,0
1366,2.161111111,0
1367,2.148333333,0
1368,1.996666667,0
1369,2.0225,0
1370,1.897777778,0
1371,1.911111111,0
1372,1.673888889,0
1373,1.498611111,0
1374,1.319166667,0
1375,1.219166667,0
1376,1.173333333,0
1377,1.161666667,0
1378,1.228333333,0
1379,1.200555556,0
